DBPedia_671,Forbes_1237,FALSE
DBPedia_4665,Forbes_330,FALSE
DBPedia_5348,Forbes_57,FALSE
DBPedia_8745,Forbes_991,FALSE
DBPedia_6675,Forbes_230,FALSE
DBPedia_4355,Forbes_581,FALSE
DBPedia_3444,Forbes_1301,FALSE
DBPedia_2607,Forbes_1183,FALSE
DBPedia_776,Forbes_412,FALSE
DBPedia_3166,Forbes_861,FALSE
DBPedia_1067,Forbes_1349,FALSE
DBPedia_6456,Forbes_789,FALSE
DBPedia_3870,Forbes_1391,FALSE
DBPedia_10494,Forbes_652,FALSE
DBPedia_445,Forbes_1521,FALSE
DBPedia_9635,Forbes_768,FALSE
DBPedia_2551,Forbes_874,FALSE
DBPedia_5661,Forbes_222,FALSE
DBPedia_3466,Forbes_1616,FALSE
DBPedia_1001,Forbes_859,FALSE
DBPedia_930,Forbes_1171,FALSE
DBPedia_8894,Forbes_1380,FALSE
DBPedia_5058,Forbes_448,FALSE
DBPedia_9230,Forbes_1313,FALSE
DBPedia_9004,Forbes_855,FALSE
DBPedia_6920,Forbes_208,FALSE
DBPedia_9238,Forbes_166,FALSE
DBPedia_3326,Forbes_778,FALSE
DBPedia_10134,Forbes_350,FALSE
DBPedia_6976,Forbes_600,FALSE
DBPedia_502,Forbes_908,FALSE
DBPedia_879,Forbes_1068,FALSE
DBPedia_6082,Forbes_1153,FALSE
DBPedia_2754,Forbes_821,FALSE
DBPedia_8042,Forbes_1293,FALSE
DBPedia_9979,Forbes_1346,FALSE
DBPedia_6492,Forbes_1711,FALSE
DBPedia_3967,Forbes_36,FALSE
DBPedia_10205,Forbes_1744,FALSE
DBPedia_2017,Forbes_565,FALSE
DBPedia_6530,Forbes_510,FALSE
DBPedia_5973,Forbes_698,FALSE
DBPedia_9474,Forbes_78,FALSE
DBPedia_5954,Forbes_772,FALSE
DBPedia_3257,Forbes_1715,FALSE
DBPedia_5030,Forbes_557,FALSE
DBPedia_5469,Forbes_1586,FALSE
DBPedia_6593,Forbes_1962,FALSE
DBPedia_1844,Forbes_1164,FALSE
DBPedia_4867,Forbes_1160,FALSE
DBPedia_8441,Forbes_748,FALSE
DBPedia_3485,Forbes_846,FALSE
DBPedia_2474,Forbes_808,FALSE
DBPedia_3579,Forbes_1246,FALSE
DBPedia_1693,Forbes_1634,FALSE
DBPedia_983,Forbes_1313,FALSE
DBPedia_687,Forbes_1521,FALSE
DBPedia_4214,Forbes_719,FALSE
DBPedia_4486,Forbes_537,FALSE
DBPedia_5992,Forbes_1716,FALSE
DBPedia_6157,Forbes_1605,FALSE
DBPedia_5282,Forbes_1238,FALSE
DBPedia_5990,Forbes_174,FALSE
DBPedia_2555,Forbes_575,FALSE
DBPedia_6628,Forbes_1786,FALSE
DBPedia_8751,Forbes_978,FALSE
DBPedia_1554,Forbes_815,FALSE
DBPedia_3471,Forbes_1319,FALSE
DBPedia_122,Forbes_616,FALSE
DBPedia_6701,Forbes_1005,FALSE
DBPedia_3498,Forbes_211,FALSE
DBPedia_2974,Forbes_413,FALSE
DBPedia_3287,Forbes_750,FALSE
DBPedia_9763,Forbes_308,FALSE
DBPedia_1904,Forbes_601,FALSE
DBPedia_2185,Forbes_86,FALSE
DBPedia_4654,Forbes_1841,FALSE
DBPedia_5923,Forbes_838,FALSE
DBPedia_1218,Forbes_1257,FALSE
DBPedia_10499,Forbes_633,FALSE
DBPedia_7927,Forbes_153,FALSE
DBPedia_9867,Forbes_1255,FALSE
DBPedia_1631,Forbes_1313,FALSE
DBPedia_7320,Forbes_1586,FALSE
DBPedia_4506,Forbes_1057,FALSE
DBPedia_4123,Forbes_1228,True
DBPedia_9713,Forbes_1052,True
DBPedia_477,Forbes_925,True
DBPedia_10081,Forbes_1928,False
DBPedia_5856,Forbes_1067,True
DBPedia_2147,Forbes_417,True
DBPedia_5300,Forbes_388,False
DBPedia_4237,Forbes_183,False
DBPedia_5091,Forbes_1989,False
DBPedia_324,Forbes_1711,False
DBPedia_9739,Forbes_1517,True
DBPedia_3091,Forbes_1937,False
DBPedia_5913,Forbes_1575,False
DBPedia_4294,Forbes_833,True
DBPedia_4742,Forbes_807,False
DBPedia_3541,Forbes_257,False
DBPedia_4632,Forbes_1627,False
DBPedia_3822,Forbes_1122,True
DBPedia_7010,Forbes_647,False
DBPedia_5596,Forbes_1452,False
DBPedia_10492,Forbes_624,False
DBPedia_9365,Forbes_1136,True
DBPedia_5667,Forbes_187,False
DBPedia_521,Forbes_1135,False
DBPedia_283,Forbes_1349,False
DBPedia_6608,Forbes_1711,False
DBPedia_4661,Forbes_1690,False
DBPedia_845,Forbes_565,False
DBPedia_16,Forbes_1220,True
DBPedia_10683,Forbes_1258,True
DBPedia_1520,Forbes_1589,False
DBPedia_1600,Forbes_1022,False
DBPedia_5518,Forbes_59,False
DBPedia_4760,Forbes_1392,False
DBPedia_5006,Forbes_126,False
DBPedia_4768,Forbes_1164,False
DBPedia_8789,Forbes_1164,False
DBPedia_1200,Forbes_226,False
DBPedia_5121,Forbes_809,False
DBPedia_10672,Forbes_1076,False
DBPedia_5685,Forbes_1992,False
DBPedia_9760,Forbes_1022,False
DBPedia_5859,Forbes_309,False
DBPedia_441,Forbes_1164,False
DBPedia_7645,Forbes_799,True
DBPedia_5828,Forbes_832,False
DBPedia_6505,Forbes_487,False
DBPedia_1714,Forbes_1001,False
DBPedia_8053,Forbes_867,False
DBPedia_8771,Forbes_1638,False
DBPedia_8577,Forbes_1761,False
DBPedia_9840,Forbes_667,TRUE
DBPedia_10015,Forbes_965,TRUE
DBPedia_7571,Forbes_792,TRUE
DBPedia_7169,Forbes_1635,TRUE
DBPedia_5113,Forbes_1311,TRUE
DBPedia_2394,Forbes_322,TRUE
DBPedia_953,Forbes_520,TRUE
DBPedia_1395,Forbes_337,TRUE
DBPedia_6391,Forbes_1035,TRUE
DBPedia_5428,Forbes_1725,TRUE
DBPedia_10279,Forbes_487,TRUE
DBPedia_4748,Forbes_545,TRUE
DBPedia_7365,Forbes_659,TRUE
DBPedia_8945,Forbes_1467,TRUE
DBPedia_3440,Forbes_1700,TRUE
DBPedia_1709,Forbes_1051,TRUE
DBPedia_4045,Forbes_68,TRUE
DBPedia_8078,Forbes_459,TRUE
DBPedia_7833,Forbes_1502,TRUE
DBPedia_9288,Forbes_1191,TRUE
DBPedia_4577,Forbes_1717,TRUE
DBPedia_5370,Forbes_1857,TRUE
DBPedia_2851,Forbes_844,TRUE
DBPedia_3051,Forbes_1515,TRUE
DBPedia_6008,Forbes_1865,TRUE
DBPedia_6121,Forbes_510,TRUE
DBPedia_8532,Forbes_1389,TRUE
DBPedia_1577,Forbes_1169,TRUE
DBPedia_2677,Forbes_1069,TRUE
DBPedia_3145,Forbes_1542,TRUE
DBPedia_9189,Forbes_524,TRUE
DBPedia_7412,Forbes_1943,TRUE
DBPedia_3714,Forbes_83,TRUE
DBPedia_9333,Forbes_1963,TRUE
DBPedia_5395,Forbes_1992,TRUE
DBPedia_9733,Forbes_239,TRUE
DBPedia_8360,Forbes_1457,TRUE
DBPedia_4754,Forbes_928,TRUE
DBPedia_9498,Forbes_411,TRUE
DBPedia_6940,Forbes_1561,TRUE
DBPedia_7545,Forbes_78,TRUE
DBPedia_10192,Forbes_423,TRUE
DBPedia_6385,Forbes_525,TRUE
DBPedia_2878,Forbes_931,TRUE
DBPedia_8421,Forbes_1166,TRUE
DBPedia_10038,Forbes_1735,TRUE
DBPedia_2661,Forbes_20,TRUE
DBPedia_4403,Forbes_601,TRUE
DBPedia_9227,Forbes_589,TRUE
DBPedia_660,Forbes_617,TRUE
DBPedia_1822,Forbes_1571,TRUE
DBPedia_7758,Forbes_203,TRUE
DBPedia_6375,Forbes_562,TRUE
DBPedia_223,Forbes_454,TRUE
DBPedia_7553,Forbes_818,TRUE
DBPedia_2866,Forbes_1014,TRUE
DBPedia_1255,Forbes_1803,TRUE
DBPedia_6742,Forbes_341,TRUE
DBPedia_7721,Forbes_9,TRUE
DBPedia_7137,Forbes_1692,TRUE
DBPedia_6734,Forbes_1343,TRUE
